gender,seniorcitizen,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
0,0,1,0,1,2,1,0,2,2,2,2,2,63,0,1,2,108.75,2.0243443703723547,0
1,0,0,0,1,0,2,1,1,1,1,1,1,23,1,0,0,20.15,-0.8284178977127562,0
1,0,0,0,1,0,2,1,1,1,1,1,1,10,0,0,1,19.75,-0.9154862439503023,0
0,0,1,0,1,2,2,1,1,1,1,1,1,71,2,1,1,25.95,-0.2123878401931941,0
0,1,0,0,1,2,0,2,0,0,2,0,2,45,0,1,2,70.05,0.34375101893900084,0
0,0,1,1,1,2,2,1,1,1,1,1,1,70,2,0,3,24.05,-0.22877795452167063,0
0,0,0,1,1,2,1,0,0,0,0,0,2,22,0,1,2,84.75,-0.20583620633645455,0
0,0,1,1,1,2,2,1,1,1,1,1,1,52,2,0,3,23.05,-0.4536291461100434,0
1,0,1,0,1,2,1,0,0,2,2,2,2,55,1,1,2,104.15,1.5263981378868905,1
0,0,0,0,0,1,0,2,0,2,2,2,2,65,2,0,1,59.95,0.7225766358473815,0
0,0,1,1,1,0,2,1,1,1,1,1,1,72,2,0,0,19.55,-0.36170773775639387,0
1,0,1,0,1,0,2,1,1,1,1,1,1,10,1,0,0,19.6,-0.9237805682941882,0
0,0,0,1,1,0,2,1,1,1,1,1,1,7,1,0,3,20.05,-0.9646565869357316,0
1,1,0,0,1,0,1,0,2,0,0,0,2,5,0,1,2,85.55,-0.8271384540639652,0
0,0,1,1,1,2,0,2,0,2,0,2,2,24,2,0,1,78.6,-0.19264470112995524,0
0,0,1,1,1,2,1,2,2,2,2,2,2,72,2,1,1,116.8,2.7236485619296,0
1,0,0,0,0,1,0,2,0,0,2,2,0,21,0,1,3,43.55,-0.5611024126084787,0
1,0,1,0,0,1,0,0,2,2,2,2,2,69,1,1,1,60.8,0.8735951051512174,0
1,0,1,1,1,0,0,0,2,0,2,0,0,44,0,1,0,54.9,0.11726743372975702,0
0,1,1,1,1,2,0,0,0,2,0,2,0,61,1,1,2,65.2,0.7419668249385403,0
1,1,0,0,1,2,1,0,2,2,0,2,2,24,0,1,1,102.95,0.09414921055850077,1
0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,2,90.6,-0.9673919492193537,1
0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,1,0,50.8,-0.8802794842352976,1
1,0,0,0,1,2,1,0,2,0,0,0,2,4,0,1,2,90.05,-0.8449624276540179,1
1,0,1,0,1,2,1,0,2,2,2,2,2,72,2,1,2,108.2,2.4518109053080446,0
1,0,0,0,1,2,0,2,2,2,2,2,2,72,2,0,0,92.0,1.9189226255866356,0
1,1,1,0,1,2,1,0,0,0,0,0,0,14,0,1,2,75.1,-0.5602862157980432,0
1,0,0,0,1,2,2,1,1,1,1,1,1,7,0,1,0,25.05,-0.9398839107703495,0
0,0,0,0,1,0,1,0,2,0,0,0,0,48,1,0,2,75.15,0.6570823566532407,0
1,0,1,1,1,0,2,1,1,1,1,1,1,55,1,0,3,19.5,-0.5545507787517392,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1,19.3,-0.9988486154810057,0
1,0,0,0,1,0,1,2,2,2,2,2,2,45,1,0,1,112.2,1.2126256127075505,0
1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,3,70.3,-0.9101258162493334,0
0,0,1,0,1,0,2,1,1,1,1,1,1,71,2,0,3,19.6,-0.3824214892428534,0
1,0,1,0,1,0,2,1,1,1,1,1,1,8,0,0,3,20.25,-0.9375014984588077,0
0,0,1,0,1,2,1,0,0,0,0,0,0,3,0,1,2,75.85,-0.8941548300127024,1
1,0,1,1,1,0,0,2,2,0,2,2,2,69,2,0,0,80.65,1.4379400511342784,0
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,2,68.5,-0.9771421921980705,1
0,1,1,0,1,2,1,2,2,2,2,2,2,72,2,1,1,115.75,2.7178910655100412,0
1,0,0,0,1,0,1,2,0,0,0,0,0,11,0,1,2,73.5,-0.6580533580642717,1
1,0,0,0,1,2,0,2,2,2,2,0,2,71,2,0,0,80.6,1.5110227547281445,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,69.95,-0.9765024703736751,1
0,0,1,0,0,1,0,2,0,2,2,2,2,33,2,0,0,59.55,-0.11779724767568782,0
0,0,0,0,1,0,2,1,1,1,1,1,1,16,1,0,3,19.05,-0.8632496480824255,0
0,1,1,0,1,2,1,2,2,2,2,0,0,56,1,0,2,95.65,1.4067039786051765,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1,19.95,-0.9985618436286906,0
1,0,0,0,1,0,0,0,0,2,0,2,2,5,0,1,2,70.05,-0.8545361956466945,1
1,0,1,1,1,0,2,1,1,1,1,1,1,57,1,0,3,19.4,-0.5389989206069532,0
1,0,1,1,0,1,0,0,2,2,0,0,0,56,1,1,1,36.1,-0.13756244611218166,0
1,0,0,0,1,2,1,0,2,2,0,2,0,8,0,1,2,94.0,-0.6660388511825873,1
0,0,1,1,1,0,0,2,2,2,0,0,0,22,0,0,3,61.15,-0.3799728988115467,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,19.75,-0.9986500811217106,0
0,0,0,1,1,0,0,2,0,0,2,2,0,40,0,1,1,64.1,0.07811204620210456,0
1,0,1,1,1,0,2,1,1,1,1,1,1,46,2,0,1,19.75,-0.6294864696990267,0
1,0,1,1,1,0,2,1,1,1,1,1,1,63,2,0,3,19.7,-0.444474506209212,0
1,0,1,1,1,2,1,2,2,2,0,2,2,68,2,1,2,110.2,2.287203862079119,0
1,0,1,1,1,0,1,2,2,0,2,2,2,69,2,1,1,106.35,2.19642954113473,0
0,0,1,0,1,2,1,0,2,2,2,0,0,56,0,0,2,90.55,1.2500162503748018,0
0,0,1,1,1,0,0,0,2,2,0,0,2,10,1,1,3,65.9,-0.7161577472179825,0
1,0,0,0,1,2,1,2,2,2,2,2,0,63,1,0,1,104.5,1.9004148114256778,0
0,0,1,1,0,1,0,2,2,2,2,0,2,24,2,1,3,52.5,-0.47434289759650283,0
0,0,0,0,1,2,0,0,0,2,0,0,0,19,0,1,3,56.1,-0.5512198133902317,0
1,0,1,1,1,2,1,0,0,2,0,2,0,22,0,1,2,88.75,-0.17565898372359334,0
1,0,1,0,1,2,1,2,2,0,0,0,0,29,0,1,2,84.45,0.08109006159153165,1
1,0,1,0,1,2,0,0,0,2,0,2,2,13,1,1,3,75.3,-0.5708305962139405,1
0,0,1,0,1,2,2,1,1,1,1,1,1,70,2,1,0,26.0,-0.12192235047437568,0
0,0,1,0,1,0,1,0,2,2,0,2,2,49,0,0,2,99.4,1.2096034785716132,0
0,1,1,0,1,2,1,2,0,2,2,2,2,43,1,1,3,109.55,1.1236822197433278,1
0,0,0,0,1,0,2,1,1,1,1,1,1,3,0,1,3,19.6,-0.9810025825176982,1
1,0,1,1,1,0,0,0,0,2,2,2,2,42,1,0,2,73.15,0.3551336555385889,0
1,0,0,0,1,0,0,0,2,0,2,0,0,57,1,1,3,54.65,0.3756268132924982,0
1,1,0,0,1,0,0,2,0,2,0,2,0,2,0,0,0,66.4,-0.9656492587322074,1
0,0,1,0,1,2,1,2,2,2,2,2,2,72,2,1,1,115.55,2.65996315134237,0
0,1,0,0,1,2,1,0,2,2,0,2,2,46,0,1,2,104.45,1.1385061185706984,0
1,1,1,0,1,2,1,0,0,0,2,2,2,66,0,1,1,100.05,2.0244326078653745,1
1,0,0,0,1,2,1,2,2,0,2,0,2,62,1,0,2,102.0,1.8732597229487535,1
0,0,1,0,1,2,0,2,2,2,2,2,2,72,2,1,0,91.15,1.9211947410319021,0
1,0,1,1,1,0,1,0,2,0,2,2,0,35,1,1,2,89.7,0.3892595059640978,0
1,0,1,0,1,2,1,2,2,2,0,0,0,17,0,0,1,90.2,-0.3658107811818267,1
0,0,1,0,1,2,0,2,2,2,2,2,2,72,2,1,2,92.4,1.9865787233597683,0
0,0,1,1,1,0,2,1,1,1,1,1,1,28,1,0,3,19.9,-0.7677987400079737,0
1,0,1,0,1,2,2,1,1,1,1,1,1,56,2,1,1,25.15,-0.421841589249566,1
0,0,0,0,1,2,1,0,0,0,2,0,0,31,0,1,1,79.85,0.05331731066346725,1
1,0,0,0,1,0,2,1,1,1,1,1,1,45,1,0,0,18.85,-0.6247216450759433,0
0,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,3,25.75,-0.9960029563311087,0
0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,3,49.6,-0.9567593313104363,1
0,0,0,0,1,0,2,1,1,1,1,1,1,6,0,1,3,20.95,-0.9590535061289578,0
0,0,1,0,1,0,1,0,2,2,0,2,2,48,1,1,2,97.05,1.0631071807850554,0
1,0,1,1,1,2,2,1,1,1,1,1,1,25,0,1,0,25.4,-0.7661001682673375,0
1,0,1,1,1,0,2,1,1,1,1,1,1,64,2,1,0,19.7,-0.4452686436463925,0
1,0,0,0,0,1,0,2,2,0,0,0,0,50,0,1,3,35.0,-0.22099099576265013,0
0,0,1,1,1,2,1,0,0,2,0,2,2,52,1,0,0,101.25,1.3314153376858089,0
1,1,1,0,1,0,1,0,0,0,0,0,0,4,0,1,2,70.2,-0.88367662771657,0
0,1,0,0,1,0,1,0,0,0,0,2,2,32,0,0,2,90.95,0.27117568092999994,0
1,0,1,1,1,2,0,2,2,0,2,2,0,45,2,0,1,73.85,0.4798794112957014,0
1,0,1,0,1,2,1,2,0,0,0,0,2,9,0,1,2,88.05,-0.6538400177725637,0
0,1,1,0,1,2,1,0,0,2,2,2,2,66,1,1,1,105.95,2.0700293323834917,1
1,0,0,1,1,2,1,0,0,2,0,0,2,3,0,0,2,91.85,-0.8939562956534072,1
0,0,0,0,1,0,2,1,1,1,1,1,1,54,2,0,3,20.1,-0.5311237243549126,0
0,0,1,1,0,1,0,0,0,0,2,2,0,1,0,0,2,40.1,-0.9896719162069193,1
0,0,1,1,1,2,1,2,2,0,2,2,2,64,2,0,0,110.3,2.0797575159889536,0
0,1,0,0,1,2,1,0,0,0,0,0,0,31,0,1,2,73.9,-0.029184745310290607,1
0,0,0,0,1,0,1,0,0,0,0,2,2,14,0,1,3,89.8,-0.5092187667126824,1
0,0,0,0,1,0,1,2,0,0,0,2,0,12,1,1,1,85.15,-0.5754189458509837,0
1,1,1,0,1,0,0,2,2,0,2,0,0,67,1,1,0,60.95,0.8100641101767728,0
0,0,1,1,1,2,0,2,0,2,2,2,0,35,0,0,2,72.25,0.12584852992595816,1
0,0,0,0,1,2,0,2,0,0,2,0,2,45,2,0,3,73.55,0.4702174058100046,0
1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,3,46.0,-0.7902551819815795,0
0,1,0,0,1,2,0,2,2,0,0,0,0,29,0,1,0,58.55,-0.24898434042326478,0
0,0,0,0,1,2,2,1,1,1,1,1,1,24,1,0,0,24.6,-0.7403348203054794,0
1,0,1,1,1,0,2,1,1,1,1,1,1,66,2,1,3,19.75,-0.41418698673007565,0
1,0,0,0,1,0,1,2,0,0,0,2,0,51,1,0,3,86.35,0.8752495581453436,0
0,0,1,0,1,2,2,1,1,1,1,1,1,45,2,0,3,25.5,-0.5127703258067399,0
0,0,1,0,1,0,2,1,1,1,1,1,1,49,1,0,1,19.0,-0.6020446093697874,0
0,0,1,0,1,0,2,1,1,1,1,1,1,29,2,1,3,19.55,-0.7771519142681003,0
1,0,1,1,1,2,1,2,2,0,2,2,2,40,0,1,1,110.1,0.9643473667223513,0
0,1,0,0,1,2,1,0,0,0,0,2,2,37,0,1,2,96.55,0.5722199477411962,1
1,0,0,0,1,0,1,0,0,0,0,0,0,25,0,0,2,69.75,-0.24439599078622162,0
0,0,0,0,0,1,0,0,0,2,0,2,2,22,0,1,2,50.6,-0.5338370272652796,0
1,0,0,0,0,1,0,2,2,2,2,2,2,72,2,1,0,65.6,1.0073190258231213,0
0,0,0,0,0,1,0,0,2,0,0,0,2,7,0,1,1,40.1,-0.8779632500435209,1
1,0,1,1,1,0,0,0,2,2,2,2,2,33,2,0,1,82.1,0.14109155684517374,0
0,0,0,0,1,0,1,0,2,0,2,0,0,23,0,1,3,79.1,-0.22039539268476477,0
1,1,0,0,1,2,1,0,2,0,0,2,2,24,0,1,2,101.25,0.0692000594070784,1
0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,2,79.55,-0.972267070708712,1
1,0,0,0,1,2,0,2,2,2,2,2,2,69,2,0,3,90.65,1.7818677395532247,0
0,0,0,1,1,0,2,1,1,1,1,1,1,3,1,1,1,20.55,-0.9820393730606839,0
1,0,0,0,1,0,0,0,2,0,2,2,2,56,1,1,0,75.75,0.882970338784599,0
1,0,0,0,1,2,1,2,0,2,2,2,2,65,1,1,1,110.0,2.142119364180882,0
1,0,1,0,1,0,2,1,1,1,1,1,1,71,1,0,2,20.85,-0.32804513416924025,0
0,1,0,0,1,2,1,0,0,2,0,0,0,14,0,1,0,80.35,-0.5405430767348043,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,70.15,-0.9527445253780233,0
0,0,0,0,1,2,1,0,0,0,0,2,0,32,1,0,2,84.05,0.21995381623185406,1
1,0,0,0,1,0,0,2,0,2,0,0,2,40,0,0,2,67.45,0.19751943363150334,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1,20.75,-0.9982088936566103,0
1,0,0,0,1,0,1,0,0,0,0,2,2,1,0,1,2,89.1,-0.9680537304170042,1
0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,1,3,69.9,-0.7879610071630578,0
0,0,1,0,1,2,0,0,0,0,0,0,0,15,0,1,2,51.1,-0.6936130677513566,0
0,0,1,1,1,2,1,2,0,2,0,2,0,17,0,0,2,94.4,-0.29828703964822434,1
1,0,0,0,1,0,1,0,2,2,0,0,0,19,0,1,2,78.25,-0.34957508246613533,1
1,0,0,0,1,2,2,1,1,1,1,1,1,71,2,0,0,25.55,-0.1699456060505444,0
0,0,1,1,1,2,0,2,0,0,2,0,0,54,2,0,0,60.0,0.4370621678077163,0
1,0,1,0,1,2,1,2,2,0,2,0,0,31,0,1,1,90.55,0.28520544232018985,0
0,0,0,0,1,0,1,2,0,0,0,0,0,11,0,0,2,76.4,-0.6373396065778122,0
0,1,0,0,1,0,1,0,0,2,0,0,2,18,0,1,2,84.95,-0.37044324956537994,0
0,1,0,0,1,2,1,2,2,0,2,2,2,72,2,1,0,110.1,2.410383402335125,0
0,1,0,0,1,2,1,0,2,0,0,2,2,71,0,1,1,99.65,2.059396714474574,0
1,1,0,0,0,1,0,0,0,2,2,2,0,5,0,0,1,45.4,-0.9126185254271503,0
1,0,1,0,1,2,0,0,0,2,2,0,2,38,1,0,1,69.0,0.17036434515457924,0
1,0,0,1,1,0,0,0,0,0,2,0,0,5,0,1,0,48.65,-0.903596241765849,0
1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,44.15,-0.966487514915898,1
0,1,0,0,1,2,0,2,0,2,0,0,0,52,2,0,0,59.85,0.3617514675150935,0
0,1,0,0,1,2,1,0,0,0,0,0,0,8,0,1,2,75.75,-0.7398936328403791,1
0,0,0,0,1,2,0,0,2,2,0,2,2,68,2,1,2,80.65,1.3442538929202275,0
1,0,1,1,1,0,2,1,1,1,1,1,1,69,1,1,1,20.55,-0.38833340127519755,0
0,0,1,0,1,2,0,2,2,0,2,0,0,42,0,1,1,66.4,0.19610763374318244,0
0,0,0,0,1,0,1,0,2,0,2,2,2,50,2,1,3,100.2,1.2155374499772122,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,3,19.1,-0.9989368529740258,1
1,1,1,0,1,2,1,2,0,0,0,0,0,1,0,1,2,80.3,-0.9719361801098868,1
1,0,1,0,1,0,0,0,0,0,0,0,0,33,0,1,1,44.55,-0.36208274710172916,0
0,0,0,0,1,0,2,1,1,1,1,1,1,7,0,0,3,20.35,-0.9409207013133352,0
1,0,1,1,1,2,1,2,2,2,0,0,0,64,0,1,2,91.8,1.6223343521729527,0
0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,2,74.9,-0.9743185924214285,1
1,0,0,0,1,0,2,1,1,1,1,1,1,59,2,1,0,20.2,-0.4813357189183428,0
0,0,1,0,1,2,0,0,0,0,0,0,0,6,0,0,2,50.35,-0.8685880164101394,0
0,0,0,0,1,0,2,1,1,1,1,1,1,3,0,0,3,18.8,-0.9826570355118244,0
0,0,1,0,1,0,2,1,1,1,1,1,1,15,0,0,1,20.45,-0.8614187201022594,0
1,0,1,1,1,0,0,0,0,0,0,2,2,13,1,1,2,64.75,-0.6202877110516852,0
0,0,0,0,1,2,1,0,2,0,0,2,2,23,0,1,1,98.7,-0.015088805800335801,0
1,1,1,0,1,2,1,2,0,0,0,2,0,31,0,0,2,89.45,0.2313364528314421,0
1,0,0,0,1,0,0,2,2,0,2,0,0,29,1,1,2,58.75,-0.2590213552542968,0
0,0,1,0,1,0,2,1,1,1,1,1,1,49,1,0,1,20.7,-0.5520360102006674,0
0,0,1,0,1,2,1,0,0,0,0,2,0,56,0,1,0,85.6,1.1556903703363555,0
0,0,0,0,1,2,0,2,2,2,2,0,2,63,2,1,1,80.3,1.1965222702313891,0
1,0,1,0,1,2,0,0,0,2,2,2,2,63,2,0,1,79.8,1.213596225130771,0
1,1,1,1,1,2,1,2,0,0,0,0,0,24,0,1,2,79.85,-0.18774752026734184,0
1,1,1,0,1,0,0,0,0,2,2,0,0,36,1,0,1,54.1,-0.1281430937322901,0
0,1,0,0,1,0,1,0,0,0,0,2,0,9,0,1,2,80.85,-0.6757449754147941,1
1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,24.75,-0.9778260327689761,1
0,0,1,0,1,0,0,2,0,2,2,2,2,21,1,0,3,80.9,-0.25074909028366604,0
1,0,1,1,1,2,2,1,1,1,1,1,1,13,1,0,0,24.5,-0.8557715205489754,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,0,20.15,-0.9984736061356704,0
0,0,1,1,1,0,2,1,1,1,1,1,1,25,1,0,3,20.05,-0.7779019329587709,0
1,0,1,1,1,0,2,1,1,1,1,1,1,71,2,1,0,19.6,-0.39523798510401736,0
1,0,0,0,1,2,1,2,2,2,2,2,2,66,1,1,0,114.3,2.250232352503713,0
0,0,0,0,1,0,1,2,2,0,0,2,2,45,1,1,2,100.3,0.9708990005790907,0
0,0,1,0,1,0,1,0,0,0,0,2,0,22,0,1,1,80.0,-0.25449918373701863,0
0,0,1,0,1,0,2,1,1,1,1,1,1,67,1,1,0,20.85,-0.42173129238329093,0
0,0,1,0,1,2,1,0,0,2,0,2,0,68,2,1,0,89.95,1.628422739191337,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,2,0,3,20.0,,0
0,1,0,0,1,2,1,0,0,2,0,0,2,49,0,1,1,90.85,0.9849728807157908,1
0,1,0,0,1,2,0,0,0,0,0,0,0,4,0,0,3,48.75,-0.9280159679591511,0
1,0,1,0,1,2,0,2,2,2,2,0,2,63,1,0,1,80.0,1.2163095280411378,0
0,0,1,0,1,0,1,0,2,2,0,0,0,2,0,0,0,79.7,-0.9345676018158906,1
1,0,0,0,1,0,2,1,1,1,1,1,1,21,1,1,3,20.35,-0.8208735920595409,0
1,0,1,1,1,0,0,2,2,0,2,0,0,55,2,0,0,57.55,0.33666996012414097,1
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,3,20.25,-0.9984294873891605,0
0,0,0,0,1,0,2,1,1,1,1,1,1,17,2,0,3,19.4,-0.8493963616782759,0
1,0,0,0,1,2,1,2,0,0,0,2,2,30,0,1,0,100.4,0.28807316084334184,0
1,0,1,1,1,0,0,2,2,0,2,0,0,22,0,1,3,57.95,-0.4462613154428682,0
0,0,0,0,1,0,0,0,0,0,2,2,0,9,0,1,0,59.5,-0.7735121176810227,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,3,19.2,-0.9988927342275158,0
0,0,1,0,1,2,1,0,0,0,0,0,2,21,0,1,2,86.5,-0.20938776543051202,1
1,0,0,0,1,2,0,0,0,2,2,0,0,19,0,0,2,59.55,-0.5023803610036276,0
0,0,1,1,1,2,1,0,2,2,0,2,2,69,0,1,2,103.95,2.2781154002980526,1
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,25.1,-0.996289728183424,1
0,0,1,0,1,2,1,2,2,2,2,2,0,72,2,1,0,103.95,2.3266460214590863,0
1,0,1,1,1,2,0,2,0,2,0,2,0,70,2,0,1,68.95,1.1362340031254317,0
0,0,0,0,1,2,1,2,2,2,2,0,2,66,0,1,0,103.1,1.902267798779099,0
0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,1,2,24.7,-0.9416045418842405,0
0,1,1,1,1,2,1,2,2,0,2,2,2,46,0,1,2,110.2,1.186264661667807,0
1,0,0,0,0,1,0,2,2,0,2,2,0,39,0,1,1,48.95,-0.17755608982352475,1
0,0,1,1,1,2,0,0,2,2,0,0,0,32,0,0,0,62.45,-0.10489251432150376,0
1,0,0,0,1,0,1,0,2,2,0,0,2,24,0,1,2,89.55,-0.04242036926329989,0
1,0,1,1,1,0,1,0,2,0,0,0,2,6,0,1,1,83.55,-0.7966744595987889,1
0,0,0,0,1,2,0,2,2,2,2,2,0,37,0,1,1,78.9,0.3060294906729244,0
1,0,0,1,1,0,2,1,1,1,1,1,1,8,0,0,3,20.35,-0.9285233335440165,0
0,0,1,1,1,2,0,2,0,2,0,2,0,72,2,1,0,71.45,1.2099784879169486,0
1,1,1,0,0,1,0,2,2,2,2,0,0,71,2,0,1,46.35,0.472114511909936,0
0,0,1,0,1,0,1,0,2,0,0,2,2,16,0,1,0,94.65,-0.36272246892612453,0
0,0,1,0,0,1,0,2,0,2,2,0,2,57,0,1,0,49.9,0.2201964693376593,0
1,0,0,0,1,2,2,1,1,1,1,1,1,66,1,0,0,25.45,-0.2577198522322509,0
0,1,0,0,1,0,1,0,2,2,0,2,0,17,0,1,2,89.15,-0.3469500170487885,1
0,0,0,1,1,0,2,1,1,1,1,1,1,21,0,0,3,20.75,-0.8078585618390818,0
1,0,1,0,1,2,0,2,2,2,0,0,0,66,2,1,1,66.1,0.9464130962660235,0
0,0,1,0,1,2,0,0,2,0,0,2,2,17,0,1,0,75.4,-0.4238710515890275,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,3,70.45,-0.976281876641125,1
1,0,1,0,1,0,0,2,2,2,0,0,0,58,1,0,1,60.3,0.5649403545670412,1
0,0,1,1,1,0,2,1,1,1,1,1,1,8,0,0,1,21.05,-0.9457075853096735,0
1,0,0,0,1,0,0,2,0,2,2,2,0,27,1,0,1,69.35,-0.15706293206961536,0
1,0,1,0,1,2,1,0,2,0,0,0,2,34,0,0,3,88.85,0.31630915860976166,0
1,0,0,0,1,0,1,0,2,0,0,2,2,30,1,1,0,97.0,0.32559615475012327,0
1,0,0,0,1,0,0,0,2,2,0,2,0,33,0,1,1,66.4,-0.016721199421206867,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,24.75,-0.996444143796209,1
1,0,1,1,1,2,0,2,2,0,0,0,2,14,0,0,3,69.2,-0.5905957946504343,0
0,0,0,1,1,2,1,0,0,0,2,0,0,16,1,1,1,79.5,-0.4496143401776305,0
0,0,0,0,1,0,1,0,0,2,2,2,2,49,2,0,1,100.65,1.162286122939605,0
1,0,1,1,1,2,1,0,0,2,2,2,2,19,0,0,2,103.3,-0.11938552255004889,1
0,0,1,1,1,2,0,2,2,2,2,2,0,70,2,0,0,79.7,1.5265084347531654,0
0,0,1,1,1,0,0,2,2,0,2,0,0,32,0,0,0,61.4,-0.18470332675814968,0
0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,1,2,69.8,-0.46838686681764863,0
1,0,0,0,0,1,0,2,2,0,2,0,0,37,2,1,3,40.55,-0.3937379477226764,0
0,0,0,0,1,2,1,0,0,0,0,0,0,4,0,1,2,75.65,-0.8739705034843632,0
0,0,1,0,1,2,1,2,2,2,0,0,0,16,0,0,2,90.7,-0.4007748877910262,0
1,0,1,0,1,2,1,0,2,0,0,0,0,17,0,1,0,80.5,-0.417540011464838,0
0,0,0,1,1,0,0,2,2,2,0,0,0,19,0,1,2,60.6,-0.4347904413502601,0
1,0,1,0,1,2,1,0,0,2,0,2,2,60,2,0,1,101.15,1.6694972921921756,0
1,0,1,1,1,2,2,1,1,1,1,1,1,51,2,1,3,24.95,-0.4681221543385885,0
1,0,1,1,1,0,2,1,1,1,1,1,1,28,2,1,1,20.3,-0.7920861099617457,0
1,0,0,0,1,0,0,0,2,0,0,0,2,43,2,1,2,60.0,0.11702478062395198,0
1,0,1,0,1,0,2,1,1,1,1,1,1,42,2,0,2,20.25,-0.6387514064661332,0
1,0,0,0,1,0,1,0,0,0,0,2,0,3,0,1,2,78.5,-0.9005741076299119,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,44.75,-0.9876203944942028,0
0,0,0,0,1,0,2,1,1,1,1,1,1,3,0,0,3,19.85,-0.979237832657297,1
0,0,0,0,1,2,1,2,2,2,0,2,0,63,2,0,1,98.0,1.7361386587955774,0
1,1,0,0,1,0,1,0,0,0,0,2,0,3,0,1,2,79.9,-0.8922577239127709,1
1,0,1,0,1,2,1,2,2,0,2,2,2,68,0,1,2,107.7,2.2225257796954137,0
0,1,0,0,1,2,1,0,2,0,0,2,2,30,0,1,2,99.7,0.30179409100796145,1
0,0,0,0,1,2,1,0,2,2,0,2,2,60,2,0,2,104.7,1.7870296328948982,0
1,0,0,0,1,2,0,0,2,0,2,0,0,15,0,1,1,58.6,-0.5927796726026809,1
1,1,0,0,1,2,1,0,0,0,0,2,2,45,0,1,0,93.9,0.845734116730133,0
0,0,1,0,1,0,0,2,2,2,2,2,2,70,2,0,1,86.45,1.6177901212824193,0
1,0,1,0,1,2,1,0,0,2,0,2,2,10,0,1,2,98.5,-0.5495212416495956,1
1,0,0,0,1,0,2,1,1,1,1,1,1,4,0,0,3,19.4,-0.9661566243170727,0
0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,3,50.45,-0.9851056259431312,1
0,0,1,0,1,2,2,1,1,1,1,1,1,68,2,1,1,24.95,-0.29488989616695194,0
1,0,1,1,1,0,1,2,0,0,0,0,0,22,0,0,0,75.0,-0.31295652286280967,0
1,0,1,1,1,2,1,0,2,2,0,2,0,38,0,1,2,94.65,0.5916321962056098,1
0,0,0,0,1,2,1,0,2,0,0,2,2,1,0,1,1,100.25,-0.9631344901811357,1
1,0,1,0,1,0,1,0,0,2,2,0,0,18,0,0,2,78.2,-0.35936944419136224,0
1,0,0,0,1,0,1,0,0,0,2,2,2,29,0,1,2,94.2,0.14307690043812513,0
0,0,0,0,1,2,1,0,0,2,0,0,2,16,0,1,2,88.45,-0.3799508394382917,1
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,69.85,-0.9765465891201851,1
1,0,0,0,1,0,1,2,0,2,0,0,0,12,0,0,0,81.7,-0.6285599760223161,1
1,0,0,0,0,1,0,0,0,2,0,2,2,31,1,1,2,50.05,-0.3352585492236303,0
1,0,0,0,1,0,1,0,0,0,0,0,2,4,0,1,2,79.9,-0.8642864386254113,1
0,0,1,0,1,2,0,0,0,2,2,0,2,48,1,1,3,69.55,0.5083801215411813,0
0,0,0,0,1,2,2,1,1,1,1,1,1,15,0,1,1,25.4,-0.8310650225033581,1
1,0,0,0,1,0,1,2,2,2,2,0,0,50,1,1,1,90.1,0.9997967795431609,0
1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,44.65,-0.8650805760625919,0
